"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"fl_em_operacao";"SITUAÇÃO";"ATIVIDADE";"TIPOATIVIDADE";"ESTRUTURA BÁSICA";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"COMPLEMENTO";"TELEFONE";"EMAIL_INSTITUCIONAL";"EMAIL_COMERCIAL";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CNAE";"SEGMENTOS TURISTICOS";"LINGUAS";"UH";"UHs ACESSÍVEIS";"TOTAL DE LEITOS"
A. A. VASQUEZ HOTEL;O COMPADRE HOTEL;"15772339000183";Empresário (Individual);2012-06-25;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76812357";RO;Porto Velho;Três Marias;BR-364;;(69)3210-5338;adm@hotelcompadre.com.br;adm@hotelcompadre.com.br;;"11/04/2017";"11/04/2019";"15772339000183";"5510801 - HOTÉIS";;;32;0;32
ACIVALDO FERREIRA DA CRUZ - ME;POUSADA DE APOIO AOS MUNICIPIOS;"15797919000125";Empresário (Individual);2012-06-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"41950870";BA;Salvador;Rio Vermelho;Parque Primavera;;(71)3237-4720;pamprefeituras@hotmail.com;pamprefeituras@hotmail.com;;"23/02/2018";"23/02/2020";"15797919000125";"5510801 - HOTÉIS";;;10;3;54
GUANAVENAS TURISMO LIMITADA;GUANAVENAS TURISMO - POUSADA DOS GUANAVENAS;"15803646000184";Sociedade Empresária Limitada;1982-01-31;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"69114000";AM;Amatari;;Sem Logradouro;;(92)3656-4500;GUANAVENAS.TURISMO10@GMAIL.COM;GUANAVENAS.TURISMO10@GMAIL.COM;www.guanavenas.com.br;"23/02/2018";"23/02/2020";"15803646000184";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;15;0;58
A J PROENCA DE ALMEIDA;HOTEL APART HOTEL PROENÇA;"15917594000258";Empresário Individual;2000-06-05;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"79118000";MS;Campo Grande;São Francisco;Doutor Euler de Azevedo;;(67)3213-5840;hotelproenca@yahoo.com.br;hotelproenca@yahoo.com.br;;"16/03/2018";"16/03/2020";"15917594000258";"5510802 - APART HOTÉIS";; Espanhol | Inglês;28;5;56
POUSADA PIRAMIDE DA LUA LTDA - EPP;HOTEL PIRAMIDE;"16186157000193";Sociedade Empresária Limitada;1987-08-21;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"41110390";BA;Salvador;Pernambués;Pinto;Nº 80;(71)3431-2111;SIMONE@HOTELPIRAMIDE.COM.BR;SIMONE@HOTELPIRAMIDE.COM.BR;;"16/02/2018";"16/02/2020";"16186157000193";"5510801 - HOTÉIS";;;60;2;60
HOTEIS E TURISMO DO CONDE LTDA - ME;HOTEL PRAIA DO CONDE;"16290819000170";Sociedade Empresária Limitada;1988-01-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48300000";BA;Conde;;Sem Logradouro;;(75)3449-1129;hotel@praiadoconde.com.br;hotel@praiadoconde.com.br;www.hotelpraiadoconde.com.br;"15/08/2017";"15/08/2019";"16290819000170";"5510801 - HOTÉIS";; Inglês;30;1;91
TAPAJOS CENTER HOTEL LTDA;TAPAJOS CENTER HOTEL;"16368305000190";Sociedade Empresária Limitada;2012-07-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"68040500";PA;Santarém;Aldeia;Felisbelo Sussuarana;;(93)3522-5353;tapajoscenterhotel@hotmail.com;tapajoscenterhotel@hotmail.com;;"08/01/2018";"08/01/2020";"16368305000190";"5510801 - HOTÉIS";; Espanhol | Inglês;47;1;130
MHB HOTELARIA LTDA;Hotel Stop Inn Antonio Carlos ;"16558324000260";Sociedade Empresária Limitada;2015-12-16;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"31110560";MG;Belo Horizonte;São Cristóvão;Amadeu Quaglia;"40";(31)3343-4200;PROCESSOS@CSFONLINE.COM.BR;gerencia.acbh@hotelstopinn.com.br;www.hotelstopinn.com.br;"16/03/2018";"16/03/2020";"16558324000260";"5510801 - HOTÉIS";; Inglês | Espanhol;170;10;350
MHB HOTELARIA LTDA;HOTEL BEAGA CONVENTION;"16558324000422";Sociedade Empresária Limitada;2017-09-26;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"30421026";MG;Belo Horizonte;Nova Suíssa;Amazonas;;(31)2531-1669;marcelo@strategicontabil.com.br;marcelo@strategicontabil.com.br;;"15/02/2018";"15/02/2020";"16558324000422";"5510801 - HOTÉIS";; Inglês;70;5;120
MHB HOTELARIA LTDA;HOTEL STOP INN PLUS PAMPULHA;"16558324000503";Sociedade Empresária Limitada;2017-12-20;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"31275200";MG;Belo Horizonte;São Luiz;Alameda das Palmeiras;"743";(31)2522-4300;hospedagem.sipa@hotelstopinn.com.br;hospedagem.sipa@hotelstopinn.com.br;http://www.hotelstopinn.com.br;"06/03/2018";"06/03/2020";"16558324000503";"5510801 - HOTÉIS";; Inglês;86;4;190
F. R. DA SILVA HOTEL LTDA;HOTEL BAHIA;"16649189000188";Sociedade Empresária Limitada;2012-08-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76820841";RO;Porto Velho;Embratel;Pinheiro Machado;;(69)3225-0666;hotelbahiapvh@hotmail.com;hotelbahiapvh@hotmail.com;;"28/02/2018";"28/02/2020";"16649189000188";"5510801 - HOTÉIS";;;30;0;30
HOTEL VILLA TIJUCA LTDA;HOTEL VILLA TIJUCA;"16650711000141";Sociedade Empresária Limitada;2012-08-06;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"20260142";RJ;Rio de Janeiro;Tijuca;Haddock Lobo;;(21)2234-9198;hotelvillatijuca@ig.com.br;hotelvillatijuca@ig.com.br;www.diomkt.com;"20/02/2018";"20/02/2020";"16650711000141";"5510801 - HOTÉIS";; Espanhol | Inglês;21;0;42
HOTEL BRASILCERRADO LTDA;HOTEL CERRADO;"16700067000179";Sociedade Empresária Limitada;2012-08-15;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74063400";GO;Goiânia;Setor Norte Ferroviário;"303";;(62)3922-2425;HOTELCERRADO@GMAIL.COM;hotelcerrado@gmail.com;;"08/03/2018";"08/03/2020";"16700067000179";"5510801 - HOTÉIS";; Espanhol | Inglês;32;0;32
POUSADA VICENZA LTDA - ME;LA DOLCE VITA FLAT & POUSADA;"16753841000100";Sociedade Empresária Limitada;2012-08-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57160000";AL;Marechal Deodoro;;Sem Logradouro;;(82)3260-1517;info@ladolcevitapousada.com;info@ladolcevitapousada.com;www.ladolcevitapousada.com;"24/04/2017";"24/04/2019";"16753841000100";"5590603 - PENSÕES (ALOJAMENTO)";; Espanhol | Inglês | Italiano;17;0;34
J. A. DA COSTA EVENTOS;METAMBIENTAL;"16754569000182";Empresário Individual;2012-08-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"53625375";PE;Nova Cruz;Jardim Boa Sorte;Maria Luiza da Silva;(PE-14);(81)9292-9966;JOELMA@CENTRALDACASA.COM;JOELMA@CENTRALDACASA.COM;;"01/03/2018";"01/03/2020";"16754569000182";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";; Inglês | Espanhol | Português;12;1;26
J. AGNALDO SOUZA DOS SANTOS;HARMONI HOSTEL E POUSADA;"16773730000165";Empresário Individual;2012-08-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"23968000";RJ;Ilha Grande;;Rua da Assembleia, 152;Vila do Abraão;(24)8136-9007;fibcontabilidadeabraao@gmail.com;JOSEPHOSTEL@GMAIL.COM;https//www.harmonihostel.com.br;"26/03/2018";"26/03/2020";"16773730000165";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";; Inglês | Espanhol | Português | Francês;8;0;48
HOTEL CADORI LTDA;HOTEL CADORI;"16795842000117";Sociedade Empresária Limitada;2012-08-28;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"87140000";PR;Paiçandu;;Sem Logradouro;;(44)9807-7200;hotelcadori@hotmail.com;hotelcadori@hotmail.com;;"16/03/2018";"16/03/2020";"16795842000117";"5510801 - HOTÉIS";;;45;6;85
VPH HOTELARIA EIRELI;VPH HOTELARIA EIRELI;"16800364000196";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2012-08-27;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"88054060";SC;Florianópolis;Canasvieiras;Doutor Hélio Anjos Ortiz;;(48)3266-8989;reservas2@varaderopalacehotel.com.br;reservas2@varaderopalacehotel.com.br;;"09/02/2018";"09/02/2020";"16800364000196";"5510801 - HOTÉIS";; Espanhol | Inglês;59;1;99
ICARAIZINHO BRASIL HOTEL E RESTAURANTE LTDA.;HULA HULA BRAZIL;"16805022000169";Sociedade Empresária Limitada;2012-08-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"62545000";CE;Icaraí;;Rua Joao Rafael Diniz ;S/N;(85)9918-5939;everardo_lima@hotmail.com;reservas@hulahulabrazil.com;http://www.hulahulabrazil.com;"07/03/2018";"07/03/2020";"16805022000169";"5510801 - HOTÉIS";; Inglês;4;0;4
ORION HOTEIS DO BRASIL EIRELI;ORION HOTÉIS;"16812032000121";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2012-08-30;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49035190";SE;Aracaju;Coroa do Meio;Urbano Neto;;(79)3255-0019;reservas@orionhoteis.com.br;reservas@orionhoteis.com.br;www.orionhoteis.com.br;"02/03/2018";"02/03/2020";"16812032000121";"5510801 - HOTÉIS";; Inglês;150;10;410
SANDRA TURISMO HOTEIS SA;SANDRA TURISMO HOTÉIS;"16934580000124";Sociedade Anônima Fechada;1972-05-05;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"39270000";MG;Pirapora;;Sem Logradouro;;(38)3749-6610;MARCELO@HOTELCANOEIROS.COM.BR;MARCELO@HOTELCANOEIROS.COM.BR;WWW.HOTELCANOEIROS.COM.BR;"05/06/2017";"05/06/2019";"16934580000124";"5510801 - HOTÉIS";; Inglês;92;2;240
ATMOSFERA HOTELARIA LTDA - ME;ATMOSFERA HOTELARIA LTDA;"16943296000114";Sociedade Empresária Limitada;2012-09-28;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"44077465";BA;Feira de Santana;Santa Mônica;São Domingos;;(71)3023-8300;reservas@atmosferahotel.com.br;reservas@atmosferahotel.com.br;www.atmosferahotel.com.br;"24/10/2017";"24/10/2019";"16943296000114";"5510801 - HOTÉIS";; Alemão | Inglês;69;0;200
LAZARO JOSE DA SILVA 05676339691;LAZARO JOSÉ DA SILVA;"16974901000114";Empresário Individual;2012-10-08;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37680000";MG;Gonçalves;;Sem Logradouro;;(35)3654-1252;carfana-souza@hotmail.com;carfana-souza@hotmail.com;;"01/02/2018";"01/02/2020";"16974901000114";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";;;4;0;12
JAPARATINGA RESORT LTDA;JAPARATINGA RESORT;"17022762000191";Sociedade Empresária Limitada;2012-10-17;DEMAIS;0;Em Implantação;Meio de Hospedagem;;;"57950000";AL;Japaratinga;;;;(82)9927-5614;MARIO.VASCONCELLOS@SALINAS.COM.BR;amanda.galindo@salina.com.br;;"27/03/2018";"27/03/2020";"17022762000191";"5510801 - HOTÉIS";;;;;
POUSADA WEEKEND LTDA;POUSADA WEEKEND;"17025090000178";Sociedade Empresária Limitada;2012-10-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28950000";RJ;Armação dos Búzios;;Sem Logradouro;;(22)2623-2416;pousadaweekendbz@hotmail.com;pousadaweekendbz@hotmail.com;www.pousadaweekendbuzios.com;"22/02/2018";"22/02/2020";"17025090000178";"5510801 - HOTÉIS";; Espanhol;22;0;59
BRISAS POUSADA - EIRELI;BRISAS POUSADA EIRELI - ME;"17049350000145";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2012-10-22;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"45819000";BA;Caraiva;;Sem Logradouro;;(11)9412-9292;legal.renan@bahiasul.cnt.br;reservas@brisasdoespelho.com.br;;"26/03/2018";"26/03/2020";"17049350000145";"5510801 - HOTÉIS";; Inglês;19;0;36
CLEUSA PAVAN 99581647872;CLEUSA PAVAN 99581647872;"17069603000142";Empresário Individual;2012-10-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"12490000";SP;São Bento do Sapucaí;;Sem Logradouro;;(11)9969-6700;cleusapavan@gmail.com;cleusapavan@gmail.com;;"15/01/2018";"15/01/2020";"17069603000142";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";;;3;0;12
IEDA OLIVEIRA FRASSETTO;POUSADA BELA CAMBARA;"17103365000144";Empresário (Individual);2012-10-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95480000";RS;Cambará do Sul;;Sem Logradouro;;(54)3251-1407;frassetto@hotmail.com;frassetto@hotmail.com;www.cambaraonline.com.br;"09/03/2018";"09/03/2020";"17103365000144";"5510801 - HOTÉIS";;;6;1;40
JOAQUIM ALMEIDA PORTELA;Hotel Guadalajara ;"17120796000119";Empresário (Individual);2012-11-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"47520000";BA;Ibotirama;;joaquim almeida portela;;(77)9997-1157;ringoportelaa@outlook.com;ringoportelaa@outlook.com;;"02/03/2018";"02/03/2020";"17120796000119";"5510801 - HOTÉIS";; Português;18;18;54
ARACAJU HOSTEL E POUSADA LTDA;AJU HOSTEL E POUSADA;"17140846000120";Sociedade Empresária Limitada;2012-11-08;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49037000";SE;Aracaju;Atalaia;François Hoald;;(79)3223-4332;ajuhostel@gmail.com;ajuhostel@gmail.com;;"01/03/2018";"01/03/2020";"17140846000120";"5510801 - HOTÉIS";; Inglês;7;5;40
SANTA ELIZA ECO RESORT LTDA.;SANTA ELIZA ECO RESORT LTDA. - EPP;"17193377000107";Sociedade Empresária Limitada;2012-06-25;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"13580000";SP;Ribeirão Bonito;;Sem Logradouro;;(16)3344-1179;fazenda@santaeliza.com.br;fazenda@santaeliza.com.br;www.santaeliza.com.br;"15/02/2018";"15/02/2020";"17193377000107";"5510801 - HOTÉIS";; Espanhol | Inglês;31;2;78
MONZA TURISMO E EMPREENDIMENTOS LTDA.;POUSADA ALTERNATIVA;"17201329000113";Sociedade Empresária Limitada;2012-11-22;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"62800000";CE;Aracati;;canoa quebrada;centro;(88)3421-7278;alternativapousada@gmail.com;alternativapousada@gmail.com;;"02/03/2018";"02/03/2020";"17201329000113";"5510801 - HOTÉIS";;;8;8;11
ORGANIZACOES LILAS LTDA;LAGOA POUSADA;"17213679000108";Sociedade Empresária Limitada;1971-05-17;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"31560000";MG;Belo Horizonte;Jardim Atlântico;Portugal;;(31)3441-5999;;;;"06/03/2018";"06/03/2020";"17213679000108";"5510801 - HOTÉIS";;;60;0;60
JACY DE BIAGI MENNUCCI;JACY DE BIAGI MENNUCCI - EPP;"17219611000128";Empresário (Individual);2012-11-23;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"12460000";SP;Campos do Jordão;;Sem Logradouro;;(12)3663-6418;reservas@pousadacondadobrasileiro.com.br;reservas@pousadacondadobrasileiro.com.br;www.patriarcahotel.com.br;"11/01/2018";"11/01/2020";"17219611000128";"5510801 - HOTÉIS";;;19;0;34
MULLER FOSS & CIA LTDA;HOTEL GRAMADO INTERLAKEN;"17231866000106";Sociedade Empresária Limitada;2012-11-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95670000";RS;Gramado;;Sem Logradouro;;(54)3286-7899;contato@hotelinterlaken.com.br;contato@hotelinterlaken.com.br;www.hotelinterlaken.com.br;"08/02/2018";"08/02/2020";"17231866000106";"5510801 - HOTÉIS";;;29;0;29
RESTAURANTE MC RESENDE LTDA;HOTEL TURISTA;"17273228000158";Sociedade Empresária Limitada;1966-09-21;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"30160040";MG;Belo Horizonte;Centro;Rio de Janeiro;;(31)3273-7282;;;;"06/03/2018";"06/03/2020";"17273228000158";"5510801 - HOTÉIS";;;52;0;100
POUSADA DOCE VIDA GUARAPARI LTDA;POSADA DOCE VIDA;"17290350000132";Sociedade Empresária Limitada;2012-12-05;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"29209020";ES;Guarapari;Condados;Michel Jean Katsílis;;(27)3349-7764;reservas@hotelpousadaguarapari.com.br;reservas@hotelpousadaguarapari.com.br;http://www.hotelpousadaguarapari.com.br/;"15/03/2018";"15/03/2020";"17290350000132";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;17;17;48
HOTEL FAZENDA DOS IPES EIRELI;HOTEL FAZENDA DOS IPES;"17299972000121";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2012-12-12;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"15400000";SP;Olímpia;;Sem Logradouro;;(17)9963-2904;cadastro@hotelfazendadosipes.com.br;cadastro@hotelfazendadosipes.com.br;www.hotelfazendadosipes.com.br;"15/02/2018";"15/02/2020";"17299972000121";"5510801 - HOTÉIS";;;27;1;99
MAQUINE EMPREENDIMENTOS S.A.;OURO MINAS PALACE HOTEL;"17321647000380";Sociedade Anônima Fechada;1991-07-18;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"31160413";MG;Belo Horizonte;Ipiranga;Cristiano Machado;;(31)3429-4212;OUROMINAS@OUROMINAS.COM.BR;OUROMINAS@OUROMINAS.COM.BR;WWW.OUROMINAS.COM.BR;"25/09/2017";"25/09/2019";"17321647000380";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;346;13;500
T. MARIA DOS SANTOS;HOTEL PLAZA DIWITTES;"17329460000160";Empresário Individual;2012-12-20;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78450000";MT;Nova Mutum;;Rodovia BR 163 Km 585;;(65)3308-3005;terezinha.wsantos@hotmail.com;terezinha.wsantos@hotmail.co;;"06/03/2018";"06/03/2020";"17329460000160";"5510801 - HOTÉIS";; Espanhol | Inglês;50;1;120
LUCIVANIA NEVES SANTOS;L E L COMÉRCIO E SERVIÇOS;"17338839000137";Empresário Individual;2012-12-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49088010";SE;Aracaju;Lamarão;Paulo Figueredo Barreto;;(79)9808-7141;pitjustus@gmail.com;pitjustus@gmail.com;;"22/03/2018";"22/03/2020";"17338839000137";"5510801 - HOTÉIS";;;15;1;15
POUSADA BAHIA BACANA LTDA.;POUSADA BAHIA BACANA;"17407277000136";Sociedade Empresária Limitada;2013-01-15;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"45428000";BA;Morro de São Paulo;;Sem Logradouro;;(75)3652-1674;contato@pousadabahiabacana.com.br;contato@pousadabahiabacana.com.br;;"25/08/2016";"25/08/2018";"17407277000136";"5510801 - HOTÉIS";; Espanhol | Inglês;25;0;60
ULYSSES PRUDENTE & CIA LTDA;HOTEL HERMOM;"17427236000101";Sociedade Empresária Limitada;2013-01-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"74063020";GO;Goiânia;Setor Norte Ferroviário;Oeste;;(62)3225-6603;lelioprudente@gmail.com;lelioprudente@gmail.com;;"22/03/2018";"22/03/2020";"17427236000101";"5510801 - HOTÉIS";;;42;0;95
R BARRETO DE SOUSA POUSADA;POUSADA RAIOS DO SOL;"17430101000103";Empresário Individual;2013-01-17;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28907340";RJ;Cabo Frio;Vila Nova;Vicente Celestino;;(22)2643-2086;rena1903@yahoo.com.br;rena1903@yahoo.com.br;;"12/01/2018";"12/01/2020";"17430101000103";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";;;60;1;240
JOSE MARIA FIGOLS COSTA - ME;POUSADA ANGÁ;"17461543000109";Empresário (Individual);2013-01-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"48370000";BA;Esplanada;;Sem Logradouro;;(75)3413-3012;info@pousadaanga.com;info@pousadaanga.com;;"08/06/2017";"08/06/2019";"17461543000109";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;17;1;51
POUSADA VILA DOS LENCOIS LTDA  - ME;POUSADA VILA DOS LENCOIS;"17545814000104";Sociedade Empresária Limitada;2013-02-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"65590000";MA;Barreirinhas;;ESTRADA DE SAO DOMINGOS;AV PRINCIPAL;(98)9881-6586;RESERVAS@VILADOSLENCOIS.COM.BR;comercial@viladoslencois.com.br;www.viladoslencois.com.br;"08/02/2018";"08/02/2020";"17545814000104";"5510801 - HOTÉIS";; Espanhol;12;1;24
POUSADA IZA HOLIDAYS LTDA;IZA HOLIDAYS HOTEL;"17595202000126";Sociedade Empresária Limitada;2013-02-08;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"29062030";ES;Vitória;Pontal de Camburi;Saturnino Rangel Mauro;"199";(27)3223-5684;ACONADVIX@EBRNET.COM.BR;ACONADVIX@EBRNET.COM.BR;;"26/03/2018";"26/03/2020";"17595202000126";"5590603 - PENSÕES (ALOJAMENTO)";;;7;7;7
ALJA HOTELARIA & SERVICOS LTDA;CLASS HOTEL;"17609594000488";Sociedade Empresária Limitada;2014-07-25;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37900017";MG;Passos;Belo Horizonte;Comendador Francisco Avelino Maia;;(35)3551-1127;abc@classhotel.com.br;abc@classhotel.com.br;;"16/01/2017";"16/01/2019";"17609594000488";"5510801 - HOTÉIS";; Espanhol | Italiano;80;1;115
MARIA JOSE TEIXEIRA SANTOS;HOTEL AMADO;"17621245000139";Empresário (Individual);2013-02-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"49010000";SE;Aracaju;Centro;Laranjeiras;- até 1022/1023;(79)3211-9937;CONTATOATIVACONTABILIDADE@HOTMAIL.COM;CONTATOATIVACONTABILIDADE@HOTMAIL.COM;;"02/03/2018";"02/03/2020";"17621245000139";"5510801 - HOTÉIS";; Português;10;10;18
RAPHAEL ALEXANDRE TEIXEIRA DE SOUZA HOSPEDARIA;RAPHAEL ALEXANDRE TEIXEIRA DE SOUZA  ME;"17654068000197";Empresário (Individual);2013-02-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"28907014";RJ;Cabo Frio;Vila Nova;Jorge Lossio;;(22)2643-1030;raphaeltexsouza@hotmail.com;raphaeltexsouza@hotmail.com;;"29/01/2018";"29/01/2020";"17654068000197";"5510801 - HOTÉIS";;;18;1;100
RENITA LICKS CARVALHO AGUIAR 62775731015;HOSTEL CAPE TOWN;"17675773000170";Empresário Individual;2013-03-03;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"95480000";RS;Cambará do Sul;;Sem Logradouro;;(54)3251-1157;contato@hostelcapetown.com.br;contato@hostelcapetown.com.br;;"23/01/2018";"23/01/2020";"17675773000170";"5590601 - ALBERGUES, EXCETO ASSISTENCIAIS";; Inglês;5;1;21
WANUSIA ALVES PEREIRA & CIA LTDA;HOTEL SANTOS DUMONT;"17701277000144";Sociedade Empresária Limitada;1983-03-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"39270000";MG;Pirapora;;Sem Logradouro;;(38)3741-1150;CONTAROCHA@INTERPIRA.COM.BR;CONTAROCHA@INTERPIRA.COM.BR;;"09/03/2018";"09/03/2020";"17701277000144";"5510801 - HOTÉIS";;;25;0;50
N. M. D. CUNHA CORREA;POUSADA PRAIA BONITA;"17747459000156";Empresário Individual;2013-03-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57940000";AL;São Miguel dos Milagres;;Sem Logradouro;;(82)9142-9009;niveamdc@hotmail.com;niveamdc@hotmail.com;;"03/02/2017";"03/02/2019";"17747459000156";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;12;0;32
BT MACAE HOTEIS LTDA;BT MACAE HOTEIS LTDA;"17763668000193";Sociedade Empresária Limitada;2013-03-15;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"27920120";RJ;Macaé;Praia do Pecado;Itaipu;;(22)2796-5000;ggeral.macae@bluetree.com.br;ggeral.macae@bluetree.com.br;www.blutree.com.br;"17/01/2018";"17/01/2020";"17763668000193";"5510801 - HOTÉIS";; Espanhol | Inglês;132;6;265
ZAQUEU RODRIGUES DOS REIS 36274593187;AGENCIA E POUSADA AKAIA;"17809355000129";Empresário (Individual);2013-03-25;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78460000";MT;Nobres;;Sem Logradouro;;(65)9921-5885;agenciaepousadaakaia@gmail.com;agenciaepousadaakaia@gmail.com;;"22/03/2018";"22/03/2020";"17809355000129";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";; Espanhol;4;0;12
HOTEL FENICIA LTDA;HOTEL FENICIA PALACE;"17845769000103";Sociedade Empresária Limitada;1973-08-16;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37002035";MG;Varginha;Centro;Getúlio Vargas;;(35)3222-3000;FENICIA@VARGINHA.COM.BR;FENICIA@VARGINHA.COM.BR;WWW.HOTELFENICIA.COM.BR;"09/03/2018";"09/03/2020";"17845769000103";"5510801 - HOTÉIS";; Espanhol | Inglês;100;0;200
ANTONIO CARLOS PINTO;HOTEL FAZENDA DO YPE;"17847856000108";Empresário (Individual);1972-04-10;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37780000";MG;Caldas;;Sem Logradouro;;(35)3735-1522;;;;"09/03/2018";"09/03/2020";"17847856000108";"5510801 - HOTÉIS";;;20;2;40
HOMERO FERREIRA DA SILVA;CAMPESTRE HOTEL;"17848581000119";Empresário (Individual);1972-01-25;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37730000";MG;Campestre;;Sem Logradouro;;(35)3743-1341;;;;"09/03/2018";"09/03/2020";"17848581000119";"5510801 - HOTÉIS";;;18;0;54
E WILDEN HOTEIS LTDA;VITORIA PALACE HOTEL;"17869330000110";Sociedade Empresária Limitada;1974-09-02;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37200000";MG;Lavras;;Sem Logradouro;;(35)3822-3555;financeiro@vitoriapalace.com.br;financeiro@vitoriapalace.com.br;;"08/05/2017";"08/05/2019";"17869330000110";"5510801 - HOTÉIS";; Inglês;57;0;86
